2.50040 1.86307
2.85974 1.33778
0.03342 1.13102
1.67937 2.94948
2.83800 1.57614
2.62246 -0.02938
2.82291 1.01423
3.26123 1.85965
0.85231 3.13432
1.35287 3.59220
2.58833 2.70710
2.64686 2.81529
3.17445 0.61727
2.24098 2.69320
3.10950 1.26743
2.03998 2.34197
2.20327 2.99440
1.56543 2.64142
0.04796 1.55455
0.49748 -0.96543
-0.33922 1.99830
1.35585 2.81351
0.20828 0.62754
3.51621 1.42707
3.82063 1.40246
2.79088 0.52447
0.16960 0.50028
2.67423 1.64561
3.79797 1.57402
3.13125 1.93304
0.24590 -0.39696
2.77792 1.65143
0.07130 0.82449
2.41127 1.54461
1.74388 2.87823
3.01326 2.11907
1.16865 2.71132
2.73579 2.59758
0.15803 1.21118
2.77973 2.36979
3.04287 0.84145
1.52975 3.36520
2.13490 1.22181
3.51302 1.54325
0.24248 0.49397
0.02384 0.76649
2.87992 1.81481
3.48975 1.93821
0.59585 3.47343
2.94649 1.65204
2.79810 1.90946
2.92826 1.52803
2.13006 2.96289
2.12855 2.94595
2.32576 2.88515
2.66859 0.41161
2.45851 2.43746
2.09288 3.21627
1.69713 1.52129
2.84866 0.41765
2.52099 1.51068
3.63023 1.83254
2.55412 2.83753
3.29587 1.02502
3.40996 3.04845
2.09737 0.68678
0.98614 0.79586
1.92217 1.09949
3.09998 1.38136
1.43933 2.86783
2.63535 1.38342
1.92573 3.28537
1.37056 2.68842
2.44554 1.55652
2.63340 0.23219
2.85476 1.62570
2.99617 1.76820
2.19933 2.77086
3.44616 1.26529
0.62348 0.73232
1.31788 3.20045
2.21267 1.42066
2.55903 1.16461
0.50979 0.31109
0.51836 2.89470
0.05591 1.04345
0.95181 3.05236
3.30728 2.30222
2.48945 1.61005
2.14185 2.06162
3.15871 1.43615
0.47197 1.83229
1.53120 2.84669
3.60123 0.26673
-0.42276 -0.07082
1.52275 2.72345
2.26624 3.16143
2.18451 1.44120
1.87211 2.78946
-0.04914 1.21112
0.49371 3.00325
0.05285 1.75618
-0.16669 0.78671
0.42271 1.87003
3.04334 1.95320
3.11807 1.13889
2.04296 1.07324
-0.09730 0.57842
1.13709 -0.64750
2.82842 1.20632
3.18017 1.61699
3.21478 1.55464
0.50004 0.40805
2.82261 2.12115
3.15849 2.67275
2.50333 1.26170
1.86698 1.20779
1.62565 3.32489
0.65600 1.10510
0.31176 3.14545
2.70708 1.78504
2.41236 2.83563
1.13626 2.55796
3.18666 1.02884
3.19029 2.17603
2.17343 0.07633
0.19390 -0.02634
3.71181 2.81163
3.66233 2.53224
-0.62102 -0.66856
2.87825 2.80964
2.88730 0.41633
2.54588 0.76772
3.57500 2.80618
1.26546 3.01004
3.11585 2.27930
2.99248 0.83847
2.35994 2.95247
1.30035 3.15378
2.52845 1.55467
2.64869 1.41411
-0.12863 0.65489
2.84099 2.93797
1.99237 2.75713
